movieId,title,year,genres,rating,sentiment
65601,My Bloody Valentine 3-D (2009),2009,Horror|Thriller,2.5,-5.699999999999999
65612,Castaway (1986),1986,Adventure|Drama,3.6,0.7000000000000001
65614,Island in the Sun (1957),1957,Drama|Romance,2.8,0.3
65621,Liberty Kid (2007),2007,Drama,3.0,0.0
65631,Battle in Seattle (2007),2007,Action|Drama,3.2,-0.6000000000000001
65633,Fuel (2008),2008,Documentary,3.2,0.0
65638,Aspen (1991),1991,Documentary,3.2,0.0
65640,Model (1980),1980,Documentary,3.6,0.0
65642,"Timecrimes (Cronocrímenes, Los) (2007)",2007,Sci-Fi|Thriller,3.7,-23.70000000000001
65651,Fire and Ice (2008),2008,Adventure|Fantasy,2.8,-1.4
65660,"Secret of the Grain, The (La graine et le mulet) (2007)",2007,Drama,3.6,0.4
65665,Hamlet (2000),2000,Drama,3.3,0.3
65667,Punk's Not Dead (2007),2007,Documentary,3.1,0.0
65669,"Streaks, The (Pregi) (2004)",2004,Drama,3.4,-0.8
65672,Grbavica: The Land of My Dreams (Grbavica) (2006),2006,Drama,3.3,-2.6999999999999997
65682,Underworld: Rise of the Lycans (2009),2009,Action|Fantasy|Horror|Thriller,3.4,-6.3999999999999995
65685,Inkheart (2008),2008,Adventure|Fantasy,3.2,0.7999999999999999
65696,Gun the Man Down (1956),1956,Western,3.0,-0.6
65698,Albuquerque (1948),1948,Romance|Western,3.5,0.0
65702,"War Comes to America (Why We Fight, 7) (1945)",1945,Documentary|War,3.0,-0.3000000000000003
65709,This Filthy World (2006),2006,Comedy|Documentary,3.4,3.2
65721,"Soviet Story, The (2008)",2008,Documentary,3.5,-0.5
65731,The Alphabet Killer (2008),2008,Crime|Mystery|Thriller,2.8,-0.19999999999999996
65738,Revenge of the Nerds III: The Next Generation (1992),1992,Comedy,2.0,0.0
65740,Revenge of the Nerds IV: Nerds in Love (1994),1994,Comedy|Romance,2.2,0.0
65764,Chinese Coffee (2000),2000,Drama,3.7,0.39999999999999997
65770,Save Me (2007),2007,Drama,3.4,0.0
65772,"Lazarus Project, The (2008)",2008,Drama|Thriller,3.0,0.09999999999999992
65780,"Man, The (1972)",1972,Drama,3.2,0.0
65796,Galaxy Express 999 (Ginga tetsudô Three-Nine) (1979),1979,Adventure|Animation|Fantasy|Sci-Fi,3.5,-0.7
65802,Paul Blart: Mall Cop (2009),2009,Action|Comedy|Crime,2.4,0.1000000000000002
65810,Notorious (2009),2009,Drama|Musical,3.2,2.220446049250313e-16
65813,"Unborn, The (2009)",2009,Horror|Mystery|Thriller,2.5,-1.2
65817,Donkey Punch (2008),2008,Horror|Thriller,2.6,0.0
65840,Where Is Fred!? (Wo ist Fred?) (2006),2006,Comedy|Romance,3.1,0.4
65866,Three Strangers (1946),1946,Crime|Drama,3.4,0.4
65868,Repo! The Genetic Opera (2008),2008,Fantasy|Horror|Musical,3.3,-0.09999999999999976
65878,Edge of Madness (2002),2002,Drama,3.4,-0.9
65882,"Uninvited, The (2009)",2009,Drama|Horror|Mystery|Thriller,3.2,-3.4
65894,Fear[s] of the Dark (Peur[s] du noir) (2007),2007,Animation|Horror,3.3,-0.6
65899,12:01 (1993),1993,Comedy|Romance|Sci-Fi|Thriller,3.3,1.0
65907,Game Over (2005),2005,Crime|Drama|Thriller,1.7,0.0
65927,Night Train (2009),2009,Action|Mystery|Thriller,2.7,-0.8
65930,"Big Stampede, The (1932)",1932,Western,1.0,0.0
65932,Blue (1968),1968,Romance|Western,2.0,-1.0
65935,"Visitor, The (Muukalainen) (2008)",2008,Drama|Mystery,3.1,-0.5
65974,Shadow of the Holy Book (Pyhän kirjan varjo) (2007),2007,Documentary,2.9,0.3
65982,Outlander (2008),2008,Action|Adventure|Sci-Fi,3.3,0.6
65984,Belle of the Nineties (1934),1934,Comedy|Western,2.8,0.0
65986,Branded (1950),1950,Western,3.7,0.0
65994,"Dead Calling, A (2006)",2006,Horror,0.9,-2.0999999999999996
66006,Beachhead (1954),1954,Drama|War,3.0,-0.6
66015,Passchendaele (2008),2008,Action|Drama|Romance|War,3.2,-1.0
66019,"Great Ecstasy of Woodcarver Steiner, The (Große Ekstase des Bildschnitzers Steiner, Die) (1974)",1974,Documentary,3.7,0.19999999999999996
66025,Go Go Tales (2007),2007,Comedy|Drama,2.5,0.0
66036,Wrestling with Alligators (1998),1998,Drama,1.5,0.0
66051,"Badlanders, The (1958)",1958,Romance|Western,3.1,0.0
66053,Black Widow (1954),1954,Drama|Mystery,3.0,-0.9999999999999999
66059,Bad Luck Love (2000),2000,Crime|Drama,3.1,0.0
66066,"Grudge 3, The (2009)",2009,Horror,2.2,-1.7
66068,Indictment: The McMartin Trial (1995),1995,Drama|Thriller,3.8,0.9
66090,Eden Lake (2008),2008,Horror|Thriller,3.4,-16.8
66092,"Triumph of the Nerds, The: The Rise of Accidental Empires (1996)",1996,Documentary,3.6,0.0
66097,Coraline (2009),2009,Animation|Fantasy|Thriller,3.7,-3.6999999999999953
66105,"Psychomania (Death Wheelers, The) (1973)",1973,Horror,3.1,-0.7
66118,Point of Order (1964),1964,Documentary,3.9,0.0
66130,Chocolate (2008),2008,Action|Drama,3.5,-1.8
66140,Blackout (2007),2007,Horror|Thriller,2.8,-0.6
66152,TerrorVision (1986),1986,Comedy|Horror|Sci-Fi,2.7,-0.3
66156,"Escapist, The (2008)",2008,Thriller,3.3,-1.1
66171,Push (2009),2009,Sci-Fi|Thriller,3.2,0.7
66198,"International, The (2009)",2009,Drama|Thriller,3.2,1.2
66200,Two Lovers (2008),2008,Drama|Romance,3.4,5.699999999999998
66203,He's Just Not That Into You (2009),2009,Comedy|Drama|Romance,3.3,25.400000000000013
66234,Jar City (Mýrin) (2006),2006,Crime|Drama|Thriller,3.0,-0.39999999999999997
66240,Dead Like Me: Life After Death (2009),2009,Comedy|Fantasy,3.1,-1.5
66246,Numbskull Emptybrook (Uuno Turhapuro) (1973),1973,Comedy,2.4,0.0
66250,California (1946),1946,Romance|Western,3.0,0.0
66252,Canyon Passage (1946),1946,Action|Romance|Western,3.4,0.4
66268,"Con, The (1998)",1998,Comedy|Crime,2.5,0.0
66279,Husbands (1970),1970,Drama,3.7,-0.19999999999999996
66282,"Cimarron Kid, The (1952)",1952,Western,3.4,0.0
66284,"Avenging Conscience, The (1914)",1914,Drama|Horror,3.2,0.0
66289,Singapore Sling (Singapore sling: O anthropos pou agapise ena ptoma) (1990),1990,Crime|Film-Noir|Horror|Romance|Thriller,3.4,-3.1
66295,33 Scenes from Life (33 sceny z zycia) (2008),2008,Drama,3.4,-0.19999999999999996
66297,Futurama: Into the Wild Green Yonder (2009),2009,Action|Animation|Comedy|Sci-Fi,3.8,2.0
66302,"Bandit, The (Eskiya) (1996)",1996,Action|Crime|Romance|Thriller,3.6,1.7000000000000002
66304,Hotel for Dogs (2009),2009,Adventure|Children|Comedy,2.7,1.1
66306,The Deadly Trackers (1973),1973,Drama|Western,2.3,-1.2
66310,Frontière(s) (2007),2007,Drama|Horror|Thriller,3.0,-8.899999999999999
66317,Comet in Moominland (1992),1992,Adventure|Animation|Fantasy,3.6,0.7
66320,"11th Hour, The (2007)",2007,Documentary,3.3,-1.3
66323,Daddy (Tato) (1995),1995,Drama,3.5,0.0
66330,Fireflies in the Garden (2008),2008,Drama,3.2,-0.6
66335,Afro Samurai: Resurrection (2009),2009,Animation,3.4,-0.3
66337,Café Lumière (2003),2003,Drama,3.3,0.0
66339,Death by Hanging (Koshikei) (1968),1968,Comedy|Crime,3.5,-0.7
66344,"Last Movie, The (1971)",1971,Drama,2.6,0.0
66352,Dry Season (Daratt) (2006),2006,Drama,3.4,-0.5
66354,Jesus Christ Superstar (2000),2000,Drama|Musical,3.0,0.0
66365,Trancers (1985),1985,Action|Sci-Fi,3.0,0.9
66371,Departures (Okuribito) (2008),2008,Drama,4.0,9.299999999999999
66385,Taking Chance (2009),2009,Drama|War,3.5,-1.6999999999999997
66389,AmericanEast (2008),2008,Drama,4.5,0.2
66427,My Name Is Bruce (2007),2007,Comedy|Horror,3.0,-0.4000000000000001
66437,Man in the Chair (2007),2007,Comedy|Drama,3.1,0.0
66491,Kimberly (1999),1999,Comedy|Romance,2.2,0.0
66506,Ping Pong Playa (2007),2007,Comedy,2.9,0.0
66509,Funny People (2009),2009,Comedy|Drama,3.1,6.900000000000002
66511,Berlin Calling (2008),2008,Comedy|Drama,3.3,1.2000000000000002
66517,Against the Dark (2009),2009,Action|Horror,1.5,0.0
66537,"Letter for the King, The (Brief voor de koning, De) (2008)",2008,Adventure,3.3,-0.10000000000000003
66539,Firepower (1979),1979,Action|Drama|Thriller,2.2,0.0
66544,Nuremberg (2000),2000,Drama|War,3.6,0.0
66547,Bigger Than Life (1956),1956,Drama|Mystery|Thriller,3.5,0.6
66553,Show Me (2004),2004,Crime|Drama|Thriller,3.8,0.10000000000000003
66581,Still Waiting... (2009),2009,Comedy,2.6,0.4
66584,Pistol Whipped (2008),2008,Action|Drama,2.4,-0.4
66586,Flight of Fury (2007),2007,Action,1.2,-0.7
66590,"Far Horizons, The (1955)",1955,Western,3.5,0.0
66596,Mystery Team (2009),2009,Comedy|Crime|Mystery,3.3,0.6000000000000001
66614,Moordwijven (2007),2007,Comedy,2.8,-0.7
66618,"World Without Thieves, A (Tian xia wu zei) (2004)",2004,Action|Crime|Drama,3.7,0.4
66620,"Gunfight at Dodge City, The (1959)",1959,Western,3.0,-0.1
66622,His Private Secretary (1933),1933,Comedy|Romance,2.0,0.0
66639,Street Fighter: The Legend of Chun-Li (2009),2009,Action|Adventure|Sci-Fi|Thriller,2.1,-1.0
66652,Urban Justice (2007),2007,Action,1.6,-1.5
66655,Tough Enough (Knallhart) (2006),2006,Crime|Drama,3.5,-1.2
66659,Tyler Perry's Madea Goes to Jail (2009),2009,Comedy|Crime|Drama,2.6,5.551115123125783e-17
66665,Away We Go (2009),2009,Comedy|Drama|Romance,3.7,22.0
66667,Hell to Eternity (1960),1960,Drama|War,3.4,0.4
66686,"Unsuspected, The (1947)",1947,Drama|Film-Noir|Thriller,3.5,0.0
66691,"Thick as Thieves (a.k.a. Code, The) (2009)",2009,Crime,3.1,1.1102230246251565e-16
66701,Beautiful Ohio (2006),2006,Comedy|Drama,2.6,0.0
66718,"Cry, The (Grido, Il) (1957)",1957,Drama,3.6,-0.6
66720,"Big Lift, The (1950)",1950,Drama|War,3.4,0.0
66744,"Divo, Il (2008)",2008,Drama,3.6,-1.0
66758,Wings (Krylya) (1966),1966,Drama,3.8,0.0
66762,Paris (2008),2008,Comedy|Drama|Romance,3.6,-1.4
66773,Adrift in Manhattan (2007),2007,Drama,2.5,0.0
66783,Friday the 13th (2009),2009,Horror,2.6,-3.9
66785,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)",2008,Action|Adventure|Comedy|Western,3.6,4.499999999999999
66789,Screamers: The Hunting (2009),2009,Sci-Fi|Thriller,2.6,0.09999999999999998
66798,"Pink Panther 2, The (2009)",2009,Adventure|Comedy|Mystery,2.8,0.3
66801,Crips and Bloods: Made in America (2008),2008,Documentary,3.3,-0.6
66808,Far Cry (2008),2008,Action|Adventure|Drama,1.9,-0.5
66811,Glenn Killing på Berns (1993),1993,Comedy,3.1,0.4
66813,"English Surgeon, The (2007)",2007,Documentary,3.9,0.5
66815,"Hell of a Day, A (Reines d'un jour) (2001)",2001,Comedy|Drama,3.0,0.0
66854,Shara (Sharasojyu) (2003),2003,Drama,3.5,0.0
66857,Marius (1931),1931,Comedy|Drama|Romance,3.6,0.0
66859,"Adventures of Food Boy, The (aka High School Superhero) (2008)",2008,Comedy,2.6,0.5
66861,César (1936),1936,Comedy|Drama|Romance,3.1,0.0
66866,They Wait (2007),2007,Horror|Mystery|Thriller,2.8,-0.8999999999999999
66868,"Rebel, The (2006)",2006,Action|Drama|Romance,3.4,-0.4
66870,Everlasting Moments (Maria Larssons eviga ögonblick) (2008),2008,Drama,3.7,-1.2
66900,Attack Force (2006),2006,Action|Horror|Sci-Fi,1.7,0.0
66902,Shadow Man (2006),2006,Action,2.1,-0.5
66915,Rock-A-Doodle (1991),1991,Adventure|Animation|Children|Musical,3.0,0.0
66927,Tokyo.Sora (2002),2002,Drama,3.9,0.4
66932,Dead Silent (1999),1999,Thriller,1.8,0.1
66934,Dr. Horrible's Sing-Along Blog (2008),2008,Comedy|Drama|Musical|Sci-Fi,4.0,18.400000000000006
66941,Today You Die (2005),2005,Action|Crime,1.7,-0.6
66943,"Cottage, The (2008)",2008,Comedy|Crime|Horror|Thriller,3.0,0.0
66947,Two Men in Manhattan (Deux hommes dans Manhattan) (1959),1959,Crime|Drama|Thriller,3.0,0.0
66977,Fanny (1932),1932,Comedy|Drama|Romance,3.6,0.0
66979,Out at the Wedding (2007),2007,Comedy|Romance,3.0,0.0
66981,Hell Town (Born to the West) (1937),1937,Romance|Western,2.2,0.0
66983,"Hasty Heart, The (1949)",1949,Drama,3.5,0.7
67009,Frontrunners (2008),2008,Documentary,3.2,0.0
67068,"Quick and the Dead, The (1987)",1987,Western,3.4,0.0
67070,Army of One (Joshua Tree) (1993),1993,Action|Adventure|Crime|Drama|Mystery|Thriller,2.7,-1.2
67073,Day of the Dead (2008),2008,Horror,2.6,-0.7
67087,"I Love You, Man (2009)",2009,Comedy,3.6,25.59999999999998
67096,"Big Steal, The (1949)",1949,Adventure|Drama|Film-Noir|Thriller,3.4,0.0
67098,Billy Budd (1962),1962,Adventure,3.7,-0.3
67135,Night Has a Thousand Eyes (1948),1948,Drama|Film-Noir,3.0,-0.09999999999999998
67138,Live Free or Die (2006),2006,Comedy|Crime,3.5,0.0
67140,Blonde Venus (1932),1932,Drama,3.6,1.0
67168,Dance of the Dead (2008),2008,Adventure|Comedy|Horror,2.9,-1.7000000000000002
67186,"Haunting in Connecticut, The (2009)",2009,Horror|Thriller,3.1,-4.6
67190,"Little Engine That Could, The (1991)",1991,Animation|Children,3.0,0.0
67193,Duplicity (2009),2009,Crime|Romance|Thriller,3.1,0.5
67197,Knowing (2009),2009,Action|Drama|Mystery|Sci-Fi|Thriller,3.0,-33.400000000000006
67223,Sugar (2008),2008,Drama,3.6,-0.4
67233,Young Thugs: Nostalgia (Kishiwada shônen gurentai: Bôkyô) (1998),1998,Drama,2.9,0.4
67247,Praying with Lior (2008),2008,Documentary,3.0,0.2
67252,Ong-Bak 2: The Beginning (Ong Bak 2) (2008),2008,Action,3.1,-2.4
67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",2009,Crime|Drama|Mystery|Thriller,3.9,-46.10000000000004
67257,Bloodbath at the House of Death (1984),1984,Comedy|Horror,2.2,-1.2999999999999998
67267,Sunshine Cleaning (2008),2008,Comedy|Drama,3.5,-2.8000000000000007
67295,Kung Fu Panda: Secrets of the Furious Five (2008),2008,Action|Animation|Children|Comedy,3.6,0.8
67298,Hangman's Knot (1952),1952,Western,2.8,0.0
67300,Immortal Sergeant (1943),1943,Drama|War,3.0,-0.6
67314,Never Ever! (Nigdy w zyciu!) (2004),2004,Comedy|Romance,2.6,0.4
67316,"Children of Leningradsky, The (2005)",2005,Documentary,3.8,-1.1
67331,Submerged (2005),2005,Action,1.8,-0.5
67354,Stacy (2001),2001,Comedy|Horror,2.8,0.7
67356,Insanitarium (2008),2008,Horror|Thriller,2.7,0.0
67359,Illegal (1955),1955,Crime|Drama|Film-Noir,3.1,-0.09999999999999998
67361,Echelon Conspiracy (2009),2009,Action|Mystery|Thriller,2.9,0.09999999999999998
67365,After Sex (2007),2007,Comedy|Drama|Romance,2.8,0.0
67370,"Third Part of the Night, The (Trzecia czesc nocy) (1972)",1972,Drama|Horror|War,3.7,-1.2
67405,13B (2009),2009,Horror|Mystery|Thriller,3.0,-0.3
67408,Monsters vs. Aliens (2009),2009,Animation|Sci-Fi|IMAX,3.1,2.4
67420,Boarding Gate (2007),2007,Thriller,3.0,-0.7
67422,California Dreamin' (Nesfarsit) (2007),2007,Comedy|Drama|War,3.8,5.551115123125783e-17
67424,Counter Investigation (Contre-enquête) (2007),2007,Crime|Drama,3.6,-0.6
67429,Sita Sings the Blues (2008),2008,Animation|Musical,3.7,0.5000000000000001
67457,Naked Fear (2007),2007,Horror|Thriller,2.6,0.0
67459,Chaos (2005),2005,Crime|Drama|Horror,2.4,-0.7
67464,Three on a Match (1932),1932,Crime|Drama|Romance,3.3,-0.5
67504,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),1971,Documentary,4.0,0.0
67508,"Baader Meinhof Komplex, Der (2008)",2008,Action|Crime|Drama|Thriller,3.7,-1.7
67534,Big Stan (2007),2007,Comedy,2.9,-3.2
67536,Dating the Enemy (1996),1996,Comedy|Romance,3.6,0.0
67607,We Live in Public (2009),2009,Documentary,3.4,0.0
67618,Strictly Sexual (2008),2008,Comedy|Drama|Romance,3.2,0.6000000000000001
67620,Nothing But the Truth (2008),2008,Drama|Thriller,3.6,0.5
67624,"Square, The (2008)",2008,Thriller,3.4,-3.8999999999999995
67657,"Gray Man, The (2007)",2007,Crime|Thriller,3.1,-1.2999999999999998
67665,Anvil! The Story of Anvil (2008),2008,Documentary|Musical,3.7,0.10000000000000009
67667,Border Incident (1949),1949,Crime|Drama|Film-Noir,3.0,-1.7
67675,Star of Midnight (1935),1935,Comedy|Mystery|Romance,3.0,0.0
67695,Observe and Report (2009),2009,Action|Comedy,2.8,-7.899999999999998
67702,Private Lives (1931),1931,Comedy|Drama,3.5,-1.4
67704,Too Many Girls (1940),1940,Comedy|Musical,2.5,0.0
67734,Adventureland (2009),2009,Comedy|Drama,3.4,19.300000000000004
67744,With Fire and Sword (Ogniem i mieczem) (1999),1999,Adventure|Crime|Drama|Romance|War,3.3,0.0
67748,Scenes of a Sexual Nature (2006),2006,Comedy|Drama|Romance,3.0,0.9
67784,"Cake Eaters, The (2007)",2007,Drama,3.0,1.4
67788,Confessions of a Shopaholic (2009),2009,Comedy|Romance,3.0,21.400000000000006
67792,"Black Balloon, The (2008)",2008,Drama,3.5,0.19999999999999996
67799,The Butterfly Effect 3: Revelations (2009),2009,Drama|Fantasy|Sci-Fi|Thriller,2.8,-7.599999999999999
67801,Revanche (2008),2008,Crime|Drama|Romance,3.7,-1.0
67809,Killer Force (1976),1976,Action|Thriller,2.8,0.3
67812,Cheeky (Trasgredire) (2000),2000,Comedy|Drama,3.3,0.0
67839,"Lucky Ones, The (2008)",2008,Comedy|Drama|War,3.4,-0.19999999999999996
67845,My Friend Henry (Ystäväni Henry) (2004),2004,Children|Drama,3.1,0.0
67847,Cialo (2003),2003,Comedy|Crime,3.1,-0.7999999999999999
67867,Dragonball Evolution (2009),2009,Action|Adventure|Fantasy|Sci-Fi,1.7,-6.0
67869,Flash Gordon (1936),1936,Action|Adventure|Sci-Fi,3.1,0.2
67871,Rest Stop (2006),2006,Horror|Thriller,2.7,0.0
67876,Kansas Raiders (1950),1950,Action|Adventure|Western,2.8,0.0
67878,"Lonely Man, The (1957)",1957,Western,3.0,0.0
67888,Man on the Flying Trapeze (1935),1935,Comedy,3.5,0.4
67890,Porgy and Bess (1959),1959,Drama|Musical|Romance,3.5,0.30000000000000004
67892,Can-Can (1960),1960,Comedy|Musical|Romance,3.2,0.4
67894,Pekka ja Pätkä lumimiehen jäljillä (1954),1954,Comedy,2.2,0.0
67898,"Gravedancers, The (2006)",2006,Horror|Thriller,2.7,0.5
67900,Broken (2006),2006,Horror|Thriller,2.2,-0.4
67907,Kiler (1997),1997,Comedy|Crime,3.5,-1.6
67923,"Fast & Furious (Fast and the Furious 4, The) (2009)",2009,Action|Crime|Drama|Thriller,3.2,-2.2
67925,City Girl (1930),1930,Drama|Romance,3.7,-0.6
67927,Hangover Square (1945),1945,Crime|Drama|Horror|Thriller,3.0,-0.7
67929,Sanshiro Sugata (Judo Saga) (Sugata Sanshirô) (1943),1943,Action|Adventure|Drama,3.2,0.0
67931,Sanshiro Sugata Part Two (Judo Saga II) (Zoku Sugata Sanshirô) (1945),1945,Action|Adventure,2.6,-0.2
67949,"Exterminating Angels, The (anges exterminateurs, Les) (2006)",2006,Drama|Fantasy|Romance,2.8,-0.8999999999999999
67957,Superstar: The Karen Carpenter Story (1988),1988,Drama|Musical,3.6,-0.6
67980,"Force of One, A (1979)",1979,Action|Crime|Drama|Thriller,1.9,0.4
67983,Gardens of the Night (2008),2008,Drama,3.4,-1.9
67997,In the Loop (2009),2009,Comedy,3.8,-4.400000000000001
67999,Global Metal (2008),2008,Documentary,3.6,1.8
68028,What Doesn't Kill You (2008),2008,Crime|Drama,3.2,0.5
68033,Vigilante Force (1976),1976,Action|Adventure|Crime|Drama|Thriller,2.0,0.0
68039,Life Is What You Make It (Linha de Passe) (2008),2008,Drama,3.5,-0.5
68044,Crime Wave (1954),1954,Crime|Drama|Film-Noir,3.8,0.0
68067,Escape from Fort Bravo (1953),1953,Western,3.2,-0.39999999999999997
68069,Ride Lonesome (1959),1959,Western,3.4,-0.5
68073,Pirate Radio (2009),2009,Comedy|Drama,3.7,4.900000000000001
68099,Apollo 13: To the Edge and Back (1994),1994,Documentary,3.9,-0.5999999999999999
68115,"Small Back Room, The (1949)",1949,Romance|Thriller,3.8,-0.7000000000000001
68128,"Mindscape of Alan Moore, The (2003)",2003,Documentary,3.3,0.0
68135,17 Again (2009),2009,Comedy|Drama,3.1,0.20000000000000004
68137,Nana (2005),2005,Drama,3.6,0.0
68153,Double Trouble (1984),1984,Action|Comedy,3.5,-0.3
68157,Inglourious Basterds (2009),2009,Action|Drama|War,4.0,-62.60000000000022
68159,State of Play (2009),2009,Crime|Drama|Thriller,3.6,-11.6
68161,"Lawless Breed, The (1953)",1953,Action|Romance|Western,3.0,0.0
68163,Lust for Gold (1949),1949,Romance|Western,3.1,0.0
68168,"Strategy of the Snail, The (Estrategia del Caracol, La) (1993)",1993,Comedy|Drama,3.7,-0.3
68173,Strike (Stachka) (1925),1925,Drama,3.6,-0.2
68175,"Magic of Méliès, The (magie Méliès, La) (1997)",1997,Documentary,3.4,0.0
68180,Bab'Aziz -The Prince Who Contemplated His Soul (2005),2005,Drama,4.0,0.0
68194,"Damned United, The (2009)",2009,Drama,3.7,8.900000000000002
68201,Hank and Mike (2008),2008,Comedy,3.4,0.0
68205,Crank: High Voltage (2009),2009,Action|Comedy|Crime,3.1,3.1999999999999993
68214,"Garage, The (1920)",1920,Comedy,3.5,0.0
68222,"Final Inquiry, The (Inquiry, The) (inchiesta, L') (2006)",2006,Adventure|Drama|Mystery,2.4,0.0
68226,Two Kilers (Kilerów 2-óch) (1999),1999,Comedy|Crime,2.7,-0.6
68233,"Man Behind the Gun, The (1953)",1953,Western,3.0,0.0
68237,Moon (2009),2009,Drama|Mystery|Sci-Fi|Thriller,4.0,8.099999999999982
68244,Break Up (1998),1998,Thriller,2.0,0.0
68254,"Smart Set, The (1928)",1928,Comedy|Drama,3.1,0.0
68259,Aamir (2008),2008,Drama|Thriller,3.6,-1.4
68263,Mammoth (Mammut) (2009),2009,Drama,3.5,-0.5
68265,"Days Between, The (In den Tag hinein) (2001)",2001,Drama,3.4,0.0
68269,"Young Victoria, The (2009)",2009,Drama|Romance,3.7,5.5
68271,Intentions of Murder (a.k.a. Murderous Instincts) (Akai satsui) (1964),1964,Drama,3.2,0.0
68273,Amazing Journey: The Story of The Who (2007),2007,Documentary,3.7,0.0
68288,"Informers, The (2008)",2008,Crime|Drama|Thriller,2.5,-2.3
68314,Antique (Sayangkoldong yangkwajajeom aentikeu) (2008),2008,Comedy|Drama,3.3,0.5
68319,X-Men Origins: Wolverine (2009),2009,Action|Sci-Fi|Thriller,3.2,-7.099999999999989
68324,"Girlfriend Experience, The (2009)",2009,Drama,2.8,-1.2
68326,Turtles Are Surprisingly Fast Swimmers (Turtles Swim Faster Than Expected) (Kame wa igai to hayaku oyogu) (2005),2005,Comedy,2.0,0.0
68329,"Desert Trail, The (1935)",1935,Western,2.4,0.5
68339,American Swing (2008),2008,Documentary,3.2,0.2
68347,Sin Nombre (2009),2009,Crime|Drama|Thriller,3.8,-3.7
68349,"Life and Times of Allen Ginsberg, The (1994)",1994,Documentary,3.4,0.0
68358,Star Trek (2009),2009,Action|Adventure|Sci-Fi|IMAX,3.9,8.699999999999998
68392,Happy Campers (2001),2001,Comedy,2.7,0.6
68411,Black Magic (1944),1944,Comedy|Crime|Drama|Horror|Mystery|Thriller,2.8,-0.9
68442,Lymelife (2008),2008,Comedy|Drama,3.3,0.10000000000000003
68444,"Great Buck Howard, The (2008)",2008,Comedy,3.1,0.0
68462,Euphoria (Eyforiya) (2006),2006,Drama|Romance,2.9,0.6
68472,Cherry Blossoms (Kirschblüten - Hanami) (2008),2008,Drama|Romance,3.8,-1.0999999999999999
68474,Riders of Destiny (1933),1933,Romance|Western,2.3,0.6
68480,Flatfoot on the Nile (Piedone d'Egitto) (1980),1980,Action|Comedy|Crime,2.9,-0.5
68484,Knights of Bloodsteel (2009),2009,Fantasy,2.4,0.0
68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),2009,Action|Drama|War,3.7,1.2999999999999998
68495,Love Sick (Legaturi bolnavicioase) (2006),2006,Drama,2.7,0.0
68498,"Girl from Monaco, The (fille de Monaco, La) (2008)",2008,Comedy|Drama,2.9,0.19999999999999996
68511,Black Ice (Musta jää) (2007),2007,Drama,3.4,0.6
68513,Wild Things: Diamonds in the Rough (2005),2005,Mystery|Thriller,2.5,-0.10000000000000003
68517,"I Hate Mondays, (Nie lubie poniedzialku) (1971)",1971,Comedy,3.7,0.0
68519,S. Darko (S. Darko: A Donnie Darko Tale) (2009),2009,Crime|Mystery|Sci-Fi|Thriller,2.3,-8.899999999999999
68522,Earth (2007),2007,Documentary,3.9,5.3999999999999995
68524,Sagebrush Trail (1933),1933,Western,2.9,-0.3
68536,Stanley Kubrick: A Life in Pictures (2001),2001,Documentary,3.7,0.0
68539,"Lady Takes a Chance, A (1943)",1943,Comedy|Romance|Western,3.2,0.0
68548,Shuttle (2008),2008,Crime|Drama|Horror|Thriller,3.0,-0.7
68552,Crossing Over (2009),2009,Drama,3.2,0.7
68554,Angels & Demons (2009),2009,Crime|Drama|Mystery|Thriller,3.3,-13.600000000000009
68574,"Django the Bastard (Strangers Gundown, The) (Django il bastardo) (1969)",1969,Action|Thriller|Western,3.0,-0.8
68576,"Man from Monterey, The (1933)",1933,Western,1.5,0.0
68593,Daylight Robbery (2008),2008,Crime|Drama|Thriller,3.0,0.0
68597,Scorpio (1973),1973,Action|Drama|Thriller,3.5,0.2
68600,Balls Out: Gary the Tennis Coach (2009),2009,Comedy,2.9,1.4
68612,Outrage (2009),2009,Documentary,3.4,0.0
68614,"Seduction of Joe Tynan, The (1979)",1979,Drama,3.1,0.8
68647,More Dead Than Alive (1968),1968,Romance|Western,2.6,-0.5
68650,Powder Blue (2009),2009,Drama,3.2,-2.6
68653,"Devil Is a Woman, The (1935)",1935,Comedy|Drama|Romance,3.6,0.4
68659,Fanboys (2009),2009,Adventure|Comedy|Drama,3.2,-10.799999999999995
68662,Folks! (1992),1992,Comedy,2.7,0.0
68667,Live! (2007),2007,Comedy|Drama,2.5,0.0
68674,"Merry Gentleman, The (2008)",2008,Drama,3.5,0.5
68685,Incendiary (2008),2008,Drama|Mystery|Romance|Thriller,3.0,-2.5999999999999996
68690,Love Songs (Les chansons d'amour) (2007),2007,Drama|Musical,3.6,1.0
68749,Management (2008),2008,Comedy|Romance,2.9,0.0
68791,Terminator Salvation (2009),2009,Action|Adventure|Sci-Fi|Thriller,3.1,-21.8
68793,Night at the Museum: Battle of the Smithsonian (2009),2009,Action|Comedy|IMAX,3.0,1.2999999999999998
68831,Ghosts of Cité Soleil (2006),2006,Action|Documentary|Drama|Romance|War,3.2,0.0
